repo,age,language,releases,pull_requests,closed_issues,total_issues,closed_issues_ratio,last_update_days,pushed_at,created_at,stars,forks,watchers,collaborators
siyuan-note/siyuan,4,TypeScript,751,411,13452,13774,0.9766226223319298,0,2025-03-13T23:03:39Z,2020-08-30T09:21:35Z,33145,2026,147,0
gulpjs/gulp,11,JavaScript,23,405,1906,1935,0.9850129198966409,0,2025-03-13T23:31:49Z,2013-07-04T05:26:06Z,33085,4226,1019,0
immutable-js/immutable-js,10,TypeScript,85,540,1148,1254,0.9154704944178629,0,2025-03-13T16:41:32Z,2014-07-02T06:02:29Z,33026,1780,497,0
gedoor/legado,5,Kotlin,115,1082,2602,2680,0.9708955223880597,0,2025-03-13T21:38:30Z,2019-05-22T04:18:58Z,32985,4200,254,0
TheAlgorithms/JavaScript,7,JavaScript,0,795,196,203,0.9655172413793104,0,2025-03-13T17:04:39Z,2017-07-13T06:12:33Z,32958,5667,619,0
jaywcjlove/linux-command,8,Markdown,30,348,124,195,0.6358974358974359,0,2025-03-13T23:40:38Z,2016-11-12T15:44:26Z,32928,6295,553,0
mannaandpoem/OpenManus,0,Python,0,34,103,436,0.23623853211009174,0,2025-03-13T23:49:01Z,2025-03-06T14:08:14Z,32878,5178,313,0
python-poetry/poetry,7,Python,139,2278,5633,6108,0.9222331368696791,0,2025-03-13T22:44:28Z,2018-02-28T15:23:47Z,32801,2336,189,0
bilibili/ijkplayer,11,C,0,35,2541,5362,0.47389033942558745,0,2025-03-13T22:09:17Z,2013-06-03T04:12:04Z,32770,8159,1187,0
carbon-language/carbon-lang,4,C++,249,3661,516,644,0.8012422360248447,0,2025-03-13T22:47:39Z,2020-04-27T21:45:16Z,32756,1488,377,0
geekcomputers/Python,13,Python,0,1646,140,444,0.3153153153153153,0,2025-03-13T22:15:01Z,2011-11-30T09:04:08Z,32709,12445,2425,0
shadowsocks/ShadowsocksX-NG,8,Swift,30,64,1049,1357,0.7730287398673544,0,2025-03-13T20:44:21Z,2016-06-10T11:49:00Z,32664,7934,940,0
kilimchoi/engineering-blogs,9,Ruby,0,681,74,96,0.7708333333333334,0,2025-03-13T23:09:51Z,2015-06-13T18:25:17Z,32664,1724,1048,0
harness/harness,11,Go,51,1043,1921,1991,0.9648417880462079,0,2025-03-13T23:53:56Z,2014-02-07T07:54:44Z,32506,2830,545,0
Pythagora-io/gpt-pilot,1,Python,0,396,305,546,0.5586080586080586,0,2025-03-13T16:48:01Z,2023-08-16T11:56:07Z,32480,3302,299,0
zbezj/HEU_KMS_Activator,5,Unknown,41,0,24,163,0.147239263803681,0,2025-03-13T17:57:22Z,2019-06-23T00:49:35Z,32438,3285,401,0
zsh-users/zsh-autosuggestions,11,Shell,0,114,454,605,0.7504132231404959,0,2025-03-13T21:06:41Z,2013-10-26T16:09:37Z,32430,1883,185,0
bayandin/awesome-awesomeness,10,Ruby,0,197,52,68,0.7647058823529411,0,2025-03-13T20:27:30Z,2014-07-08T05:44:19Z,32423,3567,1660,0
karpathy/LLM101n,0,Unknown,0,0,0,0,0,0,2025-03-13T21:25:10Z,2024-05-27T00:23:38Z,32357,1750,2998,0
pola-rs/polars,4,Rust,204,10505,7832,10063,0.7782967305972374,0,2025-03-13T23:26:15Z,2020-05-13T19:45:33Z,32357,2113,166,0
portainer/portainer,8,TypeScript,138,4777,5242,5798,0.9041048637461193,0,2025-03-13T20:41:06Z,2016-05-19T20:15:28Z,32304,2548,473,0
google/material-design-lite,10,HTML,14,655,1812,2190,0.8273972602739726,0,2025-03-13T22:43:56Z,2015-01-14T22:01:33Z,32290,5011,1167,0
ryanhanwu/How-To-Ask-Questions-The-Smart-Way,9,JavaScript,0,98,20,29,0.6896551724137931,0,2025-03-13T20:10:33Z,2015-03-28T16:52:40Z,32127,5701,420,0
CMU-Perceptual-Computing-Lab/openpose,7,C++,15,174,1664,1987,0.8374433819828888,0,2025-03-13T23:07:21Z,2017-04-24T14:06:31Z,32063,7924,922,0
certbot/certbot,10,Python,58,3895,5245,5384,0.9741827637444279,0,2025-03-13T23:31:44Z,2014-11-12T02:52:20Z,32012,3426,749,0
shardeum/shardeum,0,TypeScript,0,205,23,36,0.6388888888888888,0,2025-03-13T18:13:03Z,2024-04-16T22:37:25Z,31973,681,300,0
hashicorp/vault,10,Go,158,20072,5190,6269,0.8278832349657043,0,2025-03-13T22:48:11Z,2015-02-25T00:15:59Z,31960,4301,804,0
The-Run-Philosophy-Organization/run,2,Unknown,0,172,214,257,0.8326848249027238,0,2025-03-13T17:49:09Z,2022-04-10T05:42:40Z,31924,2622,396,0
beego/beego,13,Go,39,1310,3352,3357,0.9985105749180816,0,2025-03-13T22:53:51Z,2012-02-29T02:32:08Z,31906,5628,1175,0
Chanzhaoyu/chatgpt-web,2,Vue,43,159,1747,1747,1.0,0,2025-03-13T09:14:49Z,2023-02-09T03:21:37Z,31903,11225,206,0
mattermost/mattermost,9,TypeScript,720,18125,8239,8897,0.9260424862313139,0,2025-03-13T22:40:10Z,2015-06-15T06:50:02Z,31884,7606,543,0
swc-project/swc,7,Rust,641,5122,3374,3763,0.896625033218177,0,2025-03-13T20:52:51Z,2017-12-22T11:40:14Z,31856,1270,154,0
lizongying/my-tv,1,C,72,11,774,913,0.8477546549835706,0,2025-03-13T22:44:05Z,2023-12-04T12:18:39Z,31851,3581,218,0
huiyadanli/RevokeMsgPatcher,5,C#,20,10,691,769,0.8985695708712613,0,2025-03-13T18:11:16Z,2019-07-21T15:12:52Z,31835,3581,268,0
SeleniumHQ/selenium,12,Java,102,2597,10537,10687,0.9859642556376906,0,2025-03-13T22:11:06Z,2013-01-14T21:40:56Z,31812,8358,1282,0
usebruno/bruno,2,JavaScript,124,971,1323,2453,0.5393395841826335,0,2025-03-13T22:53:22Z,2022-09-27T20:51:45Z,31786,1498,89,0
qishibo/AnotherRedisDesktopManager,6,JavaScript,53,151,918,1040,0.8826923076923077,0,2025-03-13T20:09:12Z,2019-01-08T06:01:56Z,31783,2621,267,0
ibraheemdev/modern-unix,4,Unknown,0,15,30,81,0.37037037037037035,0,2025-03-13T16:25:44Z,2021-01-12T00:50:14Z,31740,798,397,0
lllyasviel/ControlNet,2,Python,0,5,138,564,0.24468085106382978,0,2025-03-13T21:05:33Z,2023-02-01T02:43:30Z,31728,2835,222,0
Trinea/android-open-project,11,Unknown,0,204,74,85,0.8705882352941177,0,2025-03-13T22:40:07Z,2014-01-05T15:20:15Z,31688,11910,3551,0
jax-ml/jax,6,Python,120,12363,4527,6035,0.7501242750621375,0,2025-03-13T22:50:54Z,2018-10-25T21:25:02Z,31629,2938,333,0
veggiemonk/awesome-docker,10,Unknown,1,929,127,129,0.9844961240310077,0,2025-03-13T23:43:42Z,2014-09-21T17:01:48Z,31520,3048,765,0
facebookresearch/detectron2,5,Python,10,0,3084,3543,0.8704487722269263,0,2025-03-13T22:40:09Z,2019-09-05T21:30:20Z,31438,7601,391,0
TheAlgorithms/C-Plus-Plus,8,C++,0,667,305,314,0.9713375796178344,0,2025-03-13T21:21:57Z,2016-07-16T10:19:45Z,31412,7322,505,0
ehang-io/nps,6,Go,59,74,697,1191,0.5852225020990764,0,2025-03-13T23:50:29Z,2018-11-04T13:22:51Z,31409,5699,468,0
hasura/graphql-engine,6,TypeScript,283,2110,4093,6341,0.6454817852073805,0,2025-03-13T14:07:46Z,2018-06-18T07:57:36Z,31400,2791,325,0
llvm/llvm-project,8,LLVM,125,39954,56503,81408,0.6940718356918238,0,2025-03-13T23:36:15Z,2016-12-07T09:39:33Z,31388,12962,580,0
ziadoz/awesome-php,11,Unknown,0,445,152,153,0.9934640522875817,0,2025-03-13T23:53:33Z,2013-11-26T03:14:19Z,31359,5105,1717,0
jqlang/jq,12,C,13,593,1876,2235,0.8393736017897092,0,2025-03-13T16:39:59Z,2012-07-18T19:57:25Z,31358,1610,325,0
SerenityOS/serenity,6,C++,0,19233,3499,4217,0.8297367797012094,0,2025-03-13T21:13:01Z,2018-12-02T19:28:41Z,31338,3221,353,0
yewstack/yew,7,Rust,35,1749,1132,1252,0.9041533546325878,0,2025-03-13T22:46:22Z,2017-12-16T14:19:02Z,31308,1435,296,0
myshell-ai/OpenVoice,1,Python,0,17,56,280,0.2,0,2025-03-13T20:21:11Z,2023-11-29T12:17:01Z,31308,3155,226,0
ChrisTitusTech/winutil,2,PowerShell,18,772,1554,1755,0.8854700854700854,0,2025-03-13T23:19:51Z,2022-04-28T02:25:19Z,31206,1771,274,0
ShareX/ShareX,11,C#,80,744,6083,6659,0.9135005256044451,0,2025-03-13T21:12:08Z,2013-10-08T23:32:10Z,31194,3284,539,0
pcottle/learnGitBranching,12,JavaScript,0,590,462,504,0.9166666666666666,0,2025-03-13T20:01:42Z,2012-08-13T22:36:09Z,31187,5812,517,0
vercel/swr,5,TypeScript,119,784,809,939,0.8615548455804047,0,2025-03-13T21:55:52Z,2019-10-28T18:16:01Z,31151,1262,218,0
facebookresearch/fairseq,7,Python,16,233,3055,4220,0.7239336492890995,0,2025-03-13T20:08:40Z,2017-08-29T16:26:12Z,31142,6490,421,0
aseprite/aseprite,10,C++,116,353,2386,4081,0.5846606223964714,0,2025-03-13T23:39:46Z,2014-08-19T23:44:50Z,31130,6780,442,0
